id,brand,name,price,price_sign,currency,image_link,product_link,website_link,description,rating,category,product_type,tag_list,created_at,updated_at,product_api_url,api_featured_image,product_colors
762,clinique,Long Last Lipstick,17.0,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_63N2_181x209.png,https://www.clinique.com/product/1605/5404/makeup/lipsticks/long-last-lipstick,https://www.clinique.com,"Longest-wearing formula. Keeps its just-applied look for hours. Won't feather, creep, stain or dry out.",,lipstick,lipstick,[],2017-12-23T16:36:55.332Z,2017-12-23T23:38:49.415Z,http://makeup-api.herokuapp.com/api/v1/products/762.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/762/original/data?1514072329,"[{'hex_value': '#F85856', 'colour_name': 'Will You?'}, {'hex_value': '#BF4559', 'colour_name': 'I Do!'}, {'hex_value': '#d97a96', 'colour_name': 'Silvery Moon'}, {'hex_value': '#C96E5A', 'colour_name': 'Honeymoon'}, {'hex_value': '#ba4a58', 'colour_name': 'Violet Berry'}, {'hex_value': '#cc486a', 'colour_name': 'Watermelon'}, {'hex_value': '#c9253e', 'colour_name': 'Ginger Flower'}, {'hex_value': '#e64e51', 'colour_name': 'Runway Coral'}, {'hex_value': '#af5965', 'colour_name': 'Twilight Nude'}, {'hex_value': '#af675d', 'colour_name': 'Creamy Nude'}, {'hex_value': '#a75155', 'colour_name': 'Baby Kiss'}, {'hex_value': '#ad3836', 'colour_name': 'Berry Freeze'}, {'hex_value': '#A8005B', 'colour_name': 'Rose Shimmer'}, {'hex_value': '#b35060', 'colour_name': 'Beauty'}, {'hex_value': '#a44242', 'colour_name': 'All Heart'}, {'hex_value': '#b32127', 'colour_name': 'Red Red Red'}, {'hex_value': '#be453e', 'colour_name': 'Golden Brandy'}, {'hex_value': '#a75258', 'colour_name': 'Pink Spice                         '}, {'hex_value': '#6c2a2d', 'colour_name': 'Black Violet'}, {'hex_value': '#a95554', 'colour_name': 'Blushing Nude'}, {'hex_value': '#a95c5b', 'colour_name': 'Sugared Maple'}, {'hex_value': '#8f212e', 'colour_name': 'Merlot'}, {'hex_value': '#a96361', 'colour_name': 'Bamboo Pink'}, {'hex_value': '#874f58', 'colour_name': 'Heather Moon'}, {'hex_value': '#a52b25', 'colour_name': 'Dubonnet'}, {'hex_value': '#a7413d', 'colour_name': 'Pink Chocolate'}]"
763,clinique,Long Last Soft Matte Lipstick,17.5,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_6280_181x209.png,https://www.clinique.com/product/1605/31112/makeup/lipsticks/long-last-soft-matte-lipstick,https://www.clinique.com,"Long-wearing formula keeps its just-applied look for hours. Non-drying, non-feathering. Full coverage, velvety, soft matte finish.",,lipstick,lipstick,[],2017-12-23T16:36:56.106Z,2017-12-23T23:38:49.795Z,http://makeup-api.herokuapp.com/api/v1/products/763.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/763/original/data?1514072329,"[{'hex_value': '#cd5a64', 'colour_name': 'Matte Beauty'}, {'hex_value': '#ad276a', 'colour_name': 'Matte Plum'}, {'hex_value': '#cc0631', 'colour_name': 'Matte Crimson'}]"
764,clinique,Chubby Stick Intense&trade; Moisturizing Lip Colour Balm,17.0,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_7THM03_181x209.png,https://www.clinique.com/product/1605/24146/makeup/lipsticks/chubby-stick-intense-moisturizing-lip-colour-balm,https://www.clinique.com,"Tempt lips with a soft cushion of colour that's not quite sheer, not quite opaque-just the perfect happy medium. Loaded with mango and shea butters so lips feel comfortably soft and smooth. Ten vibrant shades in all.",,lipstick,lipstick,[],2017-12-23T16:36:56.340Z,2017-12-23T23:38:50.481Z,http://makeup-api.herokuapp.com/api/v1/products/764.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/764/original/data?1514072330,"[{'hex_value': '#792d39', 'colour_name': 'Roundest Raspberry'}, {'hex_value': '#a95c61', 'colour_name': 'Curviest Caramel'}, {'hex_value': '#ab383f', 'colour_name': 'Chunkiest Chili'}, {'hex_value': '#b5003d', 'colour_name': 'Mightiest Maraschino'}, {'hex_value': '#bd3637', 'colour_name': 'Heftiest Hibiscus'}, {'hex_value': '#a51743', 'colour_name': 'Plushest Punch'}, {'hex_value': '#831344', 'colour_name': 'Roomiest Rose'}, {'hex_value': '#76303e', 'colour_name': 'Broadest Berry'}, {'hex_value': '#771835', 'colour_name': 'Grandest Grape'}]"
765,clinique,High Impact&trade; Lip Colour,17.5,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_6LX5_181x209.png,https://www.clinique.com/product/1605/5778/makeup/lipsticks/high-impact-lip-colour,https://www.clinique.com,,,lipstick,lipstick,[],2017-12-23T16:36:56.751Z,2017-12-23T23:38:50.795Z,http://makeup-api.herokuapp.com/api/v1/products/765.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/765/original/data?1514072330,"[{'hex_value': '#aa443b', 'colour_name': 'Peach Pop'}, {'hex_value': '#b1455a', 'colour_name': 'Extreme Pink '}, {'hex_value': '#913b35', 'colour_name': 'Go Fig'}, {'hex_value': '#D17C76', 'colour_name': 'Nude Beach'}, {'hex_value': '#DC7A75', 'colour_name': 'Nearly Violet'}, {'hex_value': '#E17770', 'colour_name': 'Honey Blush'}, {'hex_value': '#E87785', 'colour_name': 'Very Currant'}, {'hex_value': '#D96A6D', 'colour_name': 'Toasted Rose'}, {'hex_value': '#B3505D', 'colour_name': 'Rose Spectrum'}, {'hex_value': '#C02C29', 'colour_name': 'Sassy Spice'}, {'hex_value': '#853439', 'colour_name': 'Cider Berry'}, {'hex_value': '#CD5247', 'colour_name': 'Pure Posh'}, {'hex_value': '#a9434b', 'colour_name': 'Rosette'}, {'hex_value': '#CC5268', 'colour_name': 'After Party'}, {'hex_value': '#af2033', 'colour_name': 'Red-y To Wear'}]"
766,clinique,Butter Shine&trade; Lipstick,8.5,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_6F8X_181x209.png,https://www.clinique.com/product/1605/5072/makeup/lipsticks/butter-shine-lipstick,https://www.clinique.com,"The creamiest, richest, smoothest lip colour you can imagine. Our revolutionary gel formula delivers the shine of a gloss, the comfort of a lipstick. Drenches lips in moist, lush colour that glides on buttery-soft, feels luxuriously smooth.",,lipstick,lipstick,[],2017-12-23T16:36:57.147Z,2017-12-23T23:38:51.123Z,http://makeup-api.herokuapp.com/api/v1/products/766.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/766/original/data?1514072330,"[{'hex_value': '#BB7267', 'colour_name': 'Delovely'}, {'hex_value': '#D87A73', 'colour_name': 'Adore U'}, {'hex_value': '#E56D75', 'colour_name': 'Pink-a-boo'}, {'hex_value': '#CE6B67', 'colour_name': 'Pink Beach'}, {'hex_value': '#D06A7A', 'colour_name': 'Berry Blush'}, {'hex_value': '#DD777F', 'colour_name': 'Baby Baby'}, {'hex_value': '#BA4A60', 'colour_name': 'Raspberry Rush'}, {'hex_value': '#C0415A', 'colour_name': 'Pink Goddess'}, {'hex_value': '#CA7783', 'colour_name': 'Waterviolet'}, {'hex_value': '#B62841', 'colour_name': 'Apple Brandy'}, {'hex_value': '#CB224E', 'colour_name': 'Fresh Watermelon'}, {'hex_value': '#B80036', 'colour_name': 'Cranberry Cream'}, {'hex_value': '#EE4F49', 'colour_name': 'Ambrosia'}]"
767,clinique,Almost Lipstick,17.5,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_6359_181x209.png,https://www.clinique.com/product/1605/4772/makeup/lipsticks/almost-lipstick,https://www.clinique.com,"Transparent pigment merges with the unique, natural tone of your lips to create something wonderful and yours alone. Sheer, glossy. Emollient-rich and very lightweight.",,lipstick,lipstick,[],2017-12-23T16:36:57.610Z,2017-12-23T23:38:51.437Z,http://makeup-api.herokuapp.com/api/v1/products/767.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/767/original/data?1514072331,"[{'hex_value': '#d15969', 'colour_name': 'Pink Honey'}, {'hex_value': '#4e1d16', 'colour_name': 'Black Honey'}]"
768,clinique, Quickliner&trade; For Lips Intense,17.5,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_ZGGY01_181x209.png,https://www.clinique.com/product/1604/37967/makeup/lip-liner/quickliner-for-lips-intense,https://www.clinique.com,Silky formula glides on and wears all day. Use it to define the lip line or fill in lips pre-lipstick application. Non-drying formula prevents lipstick from feathering and bleeding. No sharpening required.,,,lip_liner,[],2017-12-23T16:36:58.116Z,2017-12-23T23:38:52.062Z,http://makeup-api.herokuapp.com/api/v1/products/768.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/768/original/data?1514072331,"[{'hex_value': '#e76393', 'colour_name': 'Intense Hibiscus'}, {'hex_value': '#c12b73', 'colour_name': 'Intense Punch'}, {'hex_value': '#b51869', 'colour_name': 'Intense Jam'}, {'hex_value': '#941E58', 'colour_name': 'Intense Cosmo'}, {'hex_value': '#99122b', 'colour_name': 'Intense Cranberry'}, {'hex_value': '#ca1238', 'colour_name': 'Intense Passion'}, {'hex_value': '#ad5e51', 'colour_name': 'Intense Blush'}, {'hex_value': '#bb4f40', 'colour_name': 'Intense Cayenne'}, {'hex_value': '#b36d5c', 'colour_name': 'Intense Sassafras'}, {'hex_value': '#924737', 'colour_name': 'Intense Cafe'}, {'hex_value': '#4f1115', 'colour_name': 'Intense Licorice'}, {'hex_value': '#4f1919', 'colour_name': 'Intense Cola'}]"
769,clinique,Quickliner&trade; For Lips,17.5,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_61EM_181x209.png,https://www.clinique.com/product/1604/4771/makeup/lip-liner/quickliner-for-lips,https://www.clinique.com,All-day lip liner. Use to line and define lips or smooth all over lips before lipstick application for extended wear. Non-drying formula helps keep lipstick in place. Prevents lipstick from feathering and bleeding. No sharpening required.,,,lip_liner,[],2017-12-23T16:36:58.545Z,2017-12-23T23:38:52.404Z,http://makeup-api.herokuapp.com/api/v1/products/769.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/769/original/data?1514072332,"[{'hex_value': '#7e4542', 'colour_name': 'Lipblush'}, {'hex_value': '#9b4f46', 'colour_name': 'Neutrally'}, {'hex_value': '#98483a', 'colour_name': 'Honeystick'}, {'hex_value': '#934252', 'colour_name': 'Bamboo'}, {'hex_value': '#7f343b', 'colour_name': 'Cocoa Rose'}, {'hex_value': '#b7706b', 'colour_name': 'Baby Buff'}, {'hex_value': '#a9405c', 'colour_name': 'Crushed Berry'}, {'hex_value': '#c76378', 'colour_name': 'Soft Rose'}, {'hex_value': '#831441', 'colour_name': 'Velvet Rose'}, {'hex_value': '#ca5245', 'colour_name': 'Cocoa Peach'}, {'hex_value': '#7b0705', 'colour_name': 'Tawny Tulip'}, {'hex_value': '#b05087', 'colour_name': 'Sky Violet'}, {'hex_value': '#562a41', 'colour_name': 'Plummy'}, {'hex_value': '#490c05', 'colour_name': 'Chocolate Chip'}, {'hex_value': '#733A40', 'colour_name': 'Bon Bon'}, {'hex_value': '#5d0810', 'colour_name': 'Chili'}]"
770,clinique,Chubby&trade; Plump & Shine Liquid Lip Plumping Gloss,17.5,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_ZWP101_181x209.png,https://www.clinique.com/product/1603/45451/makeup/lip-glosses/chubby-plump-shine-liquid-lip-plumping-gloss,https://www.clinique.com,"This light-reflecting, high-shine gloss enhances the appearance of lips, making them appear plump and smooth. Moisturizes, wears for hours. Feels refreshing and cool upon application. Dermatologist Tested. Allergy Tested. 100% Fragrance Free.",,lip_gloss,lipstick,[],2017-12-23T16:36:59.232Z,2017-12-23T23:38:52.914Z,http://makeup-api.herokuapp.com/api/v1/products/770.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/770/original/data?1514072332,"[{'hex_value': '#ee8fa8', 'colour_name': 'Pink & Plenty'}, {'hex_value': '#b37366', 'colour_name': 'Normous Nude'}, {'hex_value': '#e76f5f', 'colour_name': 'Portly Peach'}, {'hex_value': '#e28f96', 'colour_name': 'Jumbo Jem'}, {'hex_value': '#cb1b56', 'colour_name': 'Powerhouse Punch'}, {'hex_value': '#973566', 'colour_name': 'Goliath Grape'}, {'hex_value': '#a54a6d', 'colour_name': 'Va Va Va Violet'}, {'hex_value': '#bf133f', 'colour_name': 'Super Scarlet'}]"
771,clinique,CliniqueFIT™  Lip + Cheek Flush,23.0,$,USD,https://www.clinique.com/media/export/cms/products/181x209/clq_K5GX01_181x209.png,https://www.clinique.com/product/1593/50978/makeup/blushers/cliniquefittm-lip-cheek-flush,https://www.clinique.com,It’s like a post-workout glow without the workout. Sheer gel adds a healthy-looking touch of colour to lips and cheeks. Fade resistant. Oil-free.,,,blush,[],2017-12-23T16:36:59.707Z,2017-12-23T23:43:23.354Z,http://makeup-api.herokuapp.com/api/v1/products/771.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/771/original/data?1514072603,"[{'hex_value': '#C82062', 'colour_name': 'Pink in Motion'}]"
772,clinique,Clinique Pop&trade; Oil Lip & Cheek Glow,,,,https://www.clinique.com/media/export/cms/products/181x209/clq_ZKJM01_181x209.png,https://www.clinique.com/product/1593/40007/makeup/blushers/clinique-pop-oil-lip-cheek-glow,https://www.clinique.com,,,,blush,[],2017-12-23T16:36:59.931Z,2017-12-23T23:43:27.021Z,http://makeup-api.herokuapp.com/api/v1/products/772.json,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/772/original/data?1514072606,"[{'hex_value': '#BC2F28', 'colour_name': None}]"
